UserId,MovieId,Rating
1,2321,3.0
1,150,5.0
1,2355,5.0
1,3186,4.0
1,2028,5.0
1,1028,5.0
1,1270,5.0
1,1287,5.0
1,2791,4.0
1,531,4.0
1,1207,4.0
2,235,3.0
2,1245,2.0
2,1442,4.0
2,647,3.0
2,1090,2.0
2,3468,5.0
2,442,3.0
2,2278,3.0
2,3030,4.0
2,3095,4.0
2,3068,4.0
2,2628,3.0
2,3471,5.0
2,2396,4.0
2,3257,3.0
2,1801,3.0
2,368,4.0
2,356,5.0
2,589,4.0
2,498,3.0
2,2312,3.0
2,3107,2.0
2,2268,5.0
2,3578,5.0
2,2728,3.0
2,780,3.0
3,1270,3.0
3,3534,3.0
3,2355,5.0
3,2871,4.0
3,2006,4.0
3,1049,4.0
3,2735,4.0
3,653,4.0
3,1136,5.0
3,2115,4.0
4,2028,5.0
4,1240,5.0
4,1201,5.0
4,1387,5.0
5,1885,4.0
5,2268,2.0
5,3051,2.0
5,3513,1.0
5,50,5.0
5,52,2.0
5,1279,1.0
5,3799,3.0
5,2353,3.0
5,1517,4.0
5,1721,1.0
5,3006,3.0
5,1175,5.0
5,2188,1.0
5,16,3.0
5,2428,3.0
5,581,3.0
5,2692,4.0
5,2700,4.0
5,2762,3.0
5,272,3.0
5,1535,4.0
5,2282,3.0
5,3113,1.0
5,860,2.0
5,3728,2.0
5,1759,4.0
5,3476,3.0
5,1392,4.0
5,29,5.0
5,150,2.0
5,2359,3.0
5,296,4.0
5,3793,2.0
5,562,4.0
5,1268,2.0
5,1732,5.0
5,265,3.0
5,3260,4.0
5,2013,3.0
6,1947,5.0
6,1101,4.0
6,364,4.0
6,838,4.0
6,377,3.0
6,3682,3.0
6,1688,5.0
6,2082,3.0
6,3565,4.0
6,1007,3.0
6,1806,3.0
6,595,4.0
6,3578,4.0
6,3508,3.0
7,110,5.0
7,1722,4.0
7,589,5.0
7,3418,3.0
7,457,5.0
7,1997,5.0
8,1411,5.0
8,16,4.0
8,1801,3.0
8,3260,3.0
8,3418,3.0
8,3006,3.0
8,2699,5.0
8,1810,2.0
8,2320,2.0
8,58,5.0
8,110,5.0
8,1393,5.0
8,3386,3.0
8,3425,3.0
8,2028,5.0
8,508,3.0
8,741,5.0
8,1840,4.0
8,3148,3.0
8,2541,3.0
8,1682,4.0
8,2712,3.0
8,538,3.0
8,2858,5.0
8,589,5.0
8,1704,5.0
8,2692,5.0
8,1730,4.0
9,524,4.0
9,1310,3.0
9,3755,2.0
9,861,2.0
9,47,5.0
9,1356,3.0
9,527,5.0
9,3298,4.0
9,1466,4.0
9,3793,4.0
9,457,5.0
9,912,4.0
9,3301,2.0
9,1148,4.0
9,1912,3.0
9,2692,4.0
9,1704,4.0
9,1358,4.0
9,50,4.0
9,508,3.0
9,223,4.0
10,7,4.0
10,1215,4.0
10,551,3.0
10,3591,5.0
10,2135,4.0
10,1097,5.0
10,3259,5.0
10,2948,4.0
10,3671,4.0
10,2011,4.0
10,2105,5.0
10,2072,4.0
10,2617,4.0
10,1927,3.0
10,357,5.0
10,3812,4.0
10,333,3.0
10,1252,3.0
10,3501,5.0
10,750,4.0
10,2100,5.0
10,2393,4.0
10,344,4.0
10,586,3.0
10,150,5.0
10,1035,5.0
10,3309,3.0
10,2294,4.0
10,780,5.0
10,2140,5.0
10,3489,4.0
10,539,5.0
10,1302,5.0
10,1023,5.0
10,3608,3.0
10,2657,4.0
10,3363,5.0
10,594,5.0
10,2396,5.0
10,2124,3.0
10,1198,5.0
10,1408,4.0
10,2371,4.0
10,2529,4.0
10,368,4.0
10,963,5.0
10,1269,5.0
10,2746,5.0
10,2133,4.0
10,2628,3.0
10,1091,3.0
10,1210,4.0
10,589,4.0
10,435,4.0
10,1617,3.0
10,2436,5.0
10,588,4.0
10,277,3.0
10,2946,3.0
10,918,5.0
10,2795,3.0
10,2015,5.0
10,2093,4.0
10,2501,5.0
10,2252,5.0
10,2498,4.0
10,3869,3.0
10,943,4.0
10,203,4.0
10,1320,3.0
10,2497,4.0
10,3688,3.0
10,3439,2.0
10,1566,3.0
10,1042,5.0
10,2378,3.0
10,2041,3.0
10,1947,5.0
10,2858,3.0
10,2662,4.0
11,3552,1.0
11,608,5.0
11,3755,3.0
11,2883,3.0
11,994,5.0
11,246,4.0
11,1747,3.0
11,2396,2.0
11,551,3.0
11,3101,1.0
11,454,2.0
11,2706,2.0
11,788,1.0
11,2997,4.0
11,1498,3.0
11,2136,1.0
11,2321,3.0
11,3105,5.0
11,1198,4.0
11,586,1.0
11,2598,1.0
11,36,3.0
11,249,3.0
11,231,3.0
11,2325,3.0
11,1673,3.0
11,2959,5.0
12,3265,4.0
12,3897,4.0
