UserId,MovieId,Rating
1,242,5.0
1,155,2.0
1,113,5.0
1,233,2.0
1,58,4.0
1,161,4.0
1,64,5.0
1,220,3.0
1,108,5.0
1,204,5.0
1,102,2.0
1,142,2.0
1,101,2.0
1,29,1.0
1,212,4.0
1,76,4.0
1,130,3.0
1,6,5.0
1,240,3.0
1,1,5.0
1,7,4.0
1,237,2.0
1,227,4.0
1,5,3.0
1,3,4.0
1,16,5.0
1,205,3.0
1,213,2.0
1,127,5.0
1,125,3.0
1,128,4.0
1,55,5.0
1,121,4.0
1,96,5.0
1,57,5.0
1,40,3.0
1,13,5.0
1,136,3.0
1,109,5.0
1,244,2.0
1,138,1.0
1,214,4.0
1,89,5.0
1,180,3.0
1,208,5.0
1,11,2.0
1,224,5.0
1,94,2.0
1,266,1.0
1,257,4.0
1,259,1.0
1,241,4.0
1,152,5.0
1,91,5.0
2,302,5.0
2,303,4.0
2,277,4.0
2,279,4.0
2,296,3.0
2,298,3.0
2,281,3.0
2,10,2.0
2,316,5.0
2,283,5.0
2,127,5.0
2,309,1.0
3,350,3.0
3,272,2.0
3,351,3.0
3,346,5.0
3,327,4.0
3,332,1.0
3,352,2.0
3,345,3.0
3,268,3.0
3,353,1.0
3,181,4.0
4,288,4.0
4,271,4.0
4,210,3.0
4,359,5.0
4,294,5.0
5,387,3.0
5,374,3.0
5,412,3.0
5,144,3.0
5,441,1.0
5,392,2.0
5,100,5.0
5,373,3.0
5,418,3.0
5,444,2.0
5,451,1.0
5,384,3.0
5,79,3.0
5,448,2.0
5,398,2.0
5,40,4.0
5,200,2.0
5,17,4.0
5,370,1.0
5,446,4.0
5,204,4.0
5,239,4.0
5,183,4.0
5,186,5.0
5,416,1.0
5,427,3.0
5,259,1.0
5,172,5.0
5,174,5.0
5,394,2.0
5,433,5.0
5,378,1.0
5,62,4.0
5,226,3.0
5,229,2.0
6,132,5.0
6,174,4.0
6,317,3.0
6,261,3.0
6,183,4.0
6,32,4.0
6,419,4.0
6,28,2.0
6,519,5.0
6,539,2.0
6,153,4.0
6,513,4.0
6,131,5.0
6,511,5.0
6,477,1.0
6,286,2.0
6,168,4.0
6,111,2.0
6,530,4.0
6,213,4.0
6,302,4.0
6,285,3.0
6,14,5.0
6,136,5.0
6,435,4.0
6,485,5.0
6,405,1.0
6,200,3.0
6,100,5.0
6,410,4.0
6,248,3.0
6,81,4.0
6,482,4.0
6,202,3.0
6,180,4.0
6,497,4.0
6,526,3.0
6,22,3.0
6,143,2.0
6,506,4.0
6,127,5.0
6,21,3.0
7,682,2.0
7,551,1.0
7,132,5.0
7,571,3.0
7,309,3.0
7,427,5.0
7,635,3.0
7,679,5.0
7,192,4.0
7,264,4.0
7,188,5.0
7,98,4.0
7,99,5.0
7,141,5.0
7,603,4.0
7,498,5.0
7,621,5.0
7,479,4.0
7,182,4.0
7,423,5.0
7,588,4.0
7,127,5.0
7,572,3.0
7,505,3.0
7,186,4.0
7,647,5.0
7,488,4.0
7,237,5.0
7,62,3.0
7,554,3.0
7,238,5.0
7,8,5.0
7,134,4.0
7,288,4.0
7,601,5.0
7,173,5.0
7,393,4.0
7,434,4.0
7,509,5.0
7,640,3.0
7,552,4.0
7,22,5.0
7,592,5.0
7,193,5.0
7,259,3.0
7,53,5.0
7,152,4.0
7,118,2.0
7,334,5.0
7,162,5.0
7,174,5.0
7,615,4.0
7,27,4.0
7,507,5.0
7,676,3.0
7,606,3.0
7,190,5.0
7,440,1.0
7,565,4.0
7,73,3.0
7,549,4.0
7,47,5.0
7,523,4.0
7,260,1.0
7,227,3.0
7,273,3.0
7,341,3.0
7,471,4.0
7,318,5.0
7,172,4.0
7,433,5.0
7,143,3.0
7,550,4.0
7,598,3.0
7,674,2.0
7,537,3.0
7,269,3.0
7,669,1.0
7,324,1.0
7,379,4.0
7,385,5.0
8,403,4.0
8,190,4.0
8,687,1.0
8,56,5.0
8,260,3.0
8,689,4.0
8,457,1.0
8,227,4.0
8,511,5.0
8,176,5.0
8,510,4.0
8,273,3.0
9,276,4.0
9,483,5.0
9,50,5.0
9,479,4.0
10,273,4.0
10,482,4.0
10,525,5.0
10,497,4.0
10,418,4.0
10,334,4.0
10,194,4.0
10,604,4.0
10,706,4.0
10,703,5.0
10,698,4.0
10,124,5.0
10,435,5.0
10,707,5.0
10,513,4.0
10,696,4.0
10,230,4.0
10,286,4.0
10,486,4.0
10,695,3.0
10,59,4.0
10,529,3.0
10,654,5.0
10,606,5.0
10,50,5.0
10,174,4.0
10,144,4.0
10,712,4.0
10,134,5.0
10,198,3.0
10,218,4.0
10,183,5.0
