1.973463909040000090e+03,1.995415549639999881e+03,2.300143963040000017e+03,2.464306180639999639e+03,2.711125646140000299e+03
2.772187561499999902e+03,3.028556858209999518e+03,3.101549018140000044e+03,2.991497609120000561e+03,2.645535070320000159e+03
9.650839152500000182e+02,9.784635702499998615e+02,9.141472942999998850e+02,6.124620649400000048e+02,5.332754727799999728e+02
6.382684066459999030e+02,9.358210426059999918e+02,1.058693802003999963e+03,1.300834726133999766e+03,1.287319256444000075e+03
2.792099230459999490e+03,4.122242624810000052e+03,4.552862047209999218e+03,4.879238844619999327e+03,5.030141595709999820e+03
5.105253618230000939e+03,5.237505013639999561e+03,5.318587542639999810e+03,5.358450907309999820e+03,5.356319626309999876e+03
1.080043129563999901e+04,1.138473064543999863e+04,1.143063583274000121e+04,1.154668440766000094e+04,1.168759436825999910e+04
3.063893696279999858e+03,4.883048027189999630e+03,5.930519010860000890e+03,5.691271058750000520e+03,4.919127003919999879e+03
2.698496693800000230e+02,2.765105802599999834e+02,2.584047036299999718e+02,2.482095742199999791e+02,2.409769037799999865e+02
4.209510339530000238e+03,4.913425392009999996e+03,5.691586762629999612e+03,5.791473868359999869e+03,5.183866114190000189e+03
2.095509859685000265e+03,4.088550241084999470e+03,4.926099516014999608e+03,3.884534894495000117e+03,3.286582388904999789e+03
2.810902078504999736e+03,4.626187489315000676e+03,5.113938031574999513e+03,5.366350232595000307e+03,4.900760411055000077e+03
4.632086330950000047e+03,4.742464322580000044e+03,4.907829275020000750e+03,5.334969121059999452e+03,5.389283244709999963e+03
2.057721205660000123e+03,3.432650439700000334e+03,4.048458982099999957e+03,4.174578232060000119e+03,3.747344409350000205e+03
1.436578714159999890e+03,1.437978344379999953e+03,1.610856145839999726e+03,1.753759330389999832e+03,1.624706092470000158e+03
1.155595698538999932e+04,1.305107651317000091e+04,1.256933211160000064e+04,9.785456219269999565e+03,6.523820847439999852e+03
1.205522234690000005e+03,2.307273542160000034e+03,3.215498397850000401e+03,3.997670813169999747e+03,4.520655974600000263e+03
4.880030206299999918e+03,5.000998550909999722e+03,5.187384089109999877e+03,5.872134960079999473e+03,6.196094149879999350e+03
6.968498075299999073e+02,8.279325584700000036e+02,8.509188276300001235e+02,7.993252189900000531e+02,7.779450727500000085e+02
1.263059015110000018e+03,1.315919808919999923e+03,1.857234452669999882e+03,3.036090585020000162e+03,3.459158789679999700e+03
7.726969654340000488e+02,8.385589525540000295e+02,8.521157382240000970e+02,1.101176056463999885e+03,1.428511738994000098e+03
3.431716136760000154e+03,4.605013849680000931e+03,6.082985790499999894e+03,6.083405566470000849e+03,6.725105326199999581e+03
2.696877731030000177e+03,3.107933060249999926e+03,3.509352308959999391e+03,3.976160130270000082e+03,4.044397637349999968e+03
2.624212612970000009e+03,4.197443682599999192e+03,5.292875015540000277e+03,6.217310430249999627e+03,6.683445919779999713e+03
2.650762261446000139e+03,2.974264950625999518e+03,3.139528565185999923e+03,3.703167662905999350e+03,4.291213934895999955e+03
2.037191256260000273e+03,2.207802948519999973e+03,2.200567288969999936e+03,1.979086178240000208e+03,1.806590737429999990e+03
7.424563140699999622e+02,7.846677029000001085e+02,7.986953231500000356e+02,8.198056401000000051e+02,8.779699361000000408e+02
2.394855122400000255e+03,2.633002388880000126e+03,3.638076208590000533e+03,4.304826584149999690e+03,5.462763254600000437e+03
8.842849745500000154e+02,1.395609647689999974e+03,1.706097572280000122e+03,2.039081385089999912e+03,2.381515912970000045e+03
9.959542641400000775e+02,1.260650804744000197e+03,1.415774084899999934e+03,1.410180092830000149e+03,1.383510826390000148e+03
6.265063386799999989e+02,8.592100425400000177e+02,8.592100425400000177e+02,8.467092446699999755e+02,6.734282372699999542e+02
