UserId,ItemId,Rating
1,108,5.0
1,204,5.0
1,35,1.0
1,52,4.0
1,58,4.0
1,199,4.0
1,118,3.0
1,5,3.0
1,19,5.0
1,59,5.0
1,112,1.0
1,98,4.0
1,212,4.0
1,245,2.0
1,67,3.0
1,165,5.0
1,34,2.0
1,155,2.0
1,124,5.0
1,258,5.0
1,215,3.0
1,6,5.0
1,201,3.0
1,203,4.0
1,186,4.0
1,185,4.0
1,21,1.0
1,224,5.0
1,119,5.0
1,140,1.0
1,33,4.0
1,29,1.0
1,123,4.0
1,188,3.0
1,81,5.0
1,60,5.0
1,75,4.0
1,168,5.0
1,139,3.0
1,31,3.0
1,37,2.0
1,220,3.0
1,161,4.0
1,158,3.0
1,272,3.0
1,64,5.0
1,240,3.0
1,265,4.0
1,82,5.0
1,70,3.0
1,149,2.0
1,187,4.0
1,43,4.0
1,54,3.0
2,298,3.0
2,306,4.0
2,297,4.0
2,305,3.0
2,288,3.0
2,255,4.0
2,237,4.0
2,277,4.0
2,312,3.0
2,315,1.0
2,300,4.0
2,274,3.0
3,338,2.0
3,323,2.0
3,320,5.0
3,340,5.0
3,344,4.0
3,325,1.0
3,272,2.0
3,294,2.0
3,299,3.0
3,347,5.0
3,319,2.0
4,11,4.0
4,294,5.0
4,301,5.0
4,327,5.0
4,329,5.0
5,363,3.0
5,446,4.0
5,385,4.0
5,402,1.0
5,100,5.0
5,379,3.0
5,453,1.0
5,417,3.0
5,450,1.0
5,172,5.0
5,230,3.0
5,439,1.0
5,438,1.0
5,372,3.0
5,154,3.0
5,383,3.0
5,241,1.0
5,404,2.0
5,424,1.0
5,144,3.0
5,216,1.0
5,102,3.0
5,389,1.0
5,407,3.0
5,398,2.0
5,1,4.0
5,153,5.0
5,89,5.0
5,234,2.0
5,267,4.0
5,79,3.0
5,406,1.0
5,387,3.0
5,169,5.0
5,399,3.0
6,23,4.0
6,257,2.0
6,484,5.0
6,528,4.0
6,28,2.0
6,204,3.0
6,134,5.0
6,135,5.0
6,512,4.0
6,482,4.0
6,481,5.0
6,98,5.0
6,170,4.0
6,64,4.0
6,458,1.0
6,154,3.0
6,489,5.0
6,464,2.0
6,19,4.0
6,535,2.0
6,468,3.0
6,268,3.0
6,69,3.0
6,183,4.0
6,137,5.0
6,478,4.0
6,298,3.0
6,205,3.0
6,221,4.0
6,530,4.0
6,517,4.0
6,192,4.0
6,515,4.0
6,466,4.0
6,476,1.0
6,297,3.0
6,527,4.0
6,286,2.0
6,272,4.0
6,174,4.0
6,274,4.0
6,246,3.0
7,641,5.0
7,188,5.0
7,502,5.0
7,96,5.0
7,646,5.0
7,680,4.0
7,569,4.0
7,549,4.0
7,635,3.0
7,417,3.0
7,238,5.0
7,275,4.0
7,54,3.0
7,317,4.0
7,203,5.0
7,682,2.0
7,527,5.0
7,121,5.0
7,543,3.0
7,676,3.0
7,210,4.0
7,69,5.0
7,663,5.0
7,307,5.0
7,580,3.0
7,44,5.0
7,616,4.0
7,429,5.0
7,440,1.0
7,465,4.0
7,285,5.0
7,496,5.0
7,672,1.0
7,318,5.0
7,447,5.0
7,101,5.0
7,505,3.0
7,151,4.0
7,642,3.0
7,427,5.0
7,661,5.0
7,519,4.0
7,182,4.0
7,434,4.0
7,186,4.0
7,557,4.0
7,503,4.0
7,627,3.0
7,205,5.0
7,78,3.0
7,455,4.0
7,211,5.0
7,510,5.0
7,650,3.0
7,656,3.0
7,77,5.0
7,134,4.0
7,528,5.0
7,515,3.0
7,204,5.0
7,288,4.0
7,215,4.0
7,640,3.0
7,589,5.0
7,590,2.0
7,553,3.0
7,153,5.0
7,662,3.0
7,405,3.0
7,421,3.0
7,492,5.0
7,241,4.0
7,513,4.0
7,643,4.0
7,403,4.0
7,56,5.0
7,606,3.0
7,86,4.0
7,131,5.0
7,62,3.0
7,504,5.0
8,689,4.0
8,241,4.0
8,182,5.0
8,229,5.0
8,55,5.0
8,187,4.0
8,403,4.0
8,687,1.0
8,294,3.0
8,685,4.0
8,11,3.0
8,688,1.0
9,479,4.0
9,385,5.0
9,242,4.0
9,402,4.0
10,285,5.0
10,617,5.0
10,371,4.0
10,99,5.0
10,194,4.0
10,133,5.0
10,294,3.0
10,176,4.0
10,602,5.0
10,134,5.0
10,496,5.0
10,175,3.0
10,319,3.0
10,234,4.0
10,200,5.0
10,85,4.0
10,702,3.0
10,153,4.0
10,461,3.0
10,497,4.0
10,664,4.0
10,289,4.0
10,498,5.0
10,321,4.0
10,513,4.0
10,488,5.0
10,12,5.0
10,509,4.0
10,195,4.0
10,615,4.0
10,283,4.0
10,286,4.0
10,435,5.0
10,192,4.0
10,273,4.0
10,701,4.0
10,274,4.0
11,725,3.0
11,401,3.0
11,573,3.0
11,291,4.0
11,216,3.0
11,749,5.0
11,97,4.0
11,395,2.0
11,527,4.0
11,731,4.0
11,9,5.0
11,732,3.0
11,367,3.0
11,277,5.0
11,402,4.0
11,356,4.0
11,47,4.0
11,213,4.0
11,723,5.0
11,241,4.0
11,332,5.0
11,741,5.0
11,739,3.0
11,561,2.0
11,125,4.0
11,38,3.0
11,135,4.0
11,713,5.0
11,204,3.0
11,734,3.0
11,365,3.0
11,300,3.0
11,318,5.0
11,29,3.0
11,434,4.0
11,727,3.0
12,215,4.0
12,471,5.0
12,242,5.0
12,238,5.0
12,88,5.0
12,200,1.0
12,143,5.0
12,754,4.0
12,480,4.0
12,69,5.0
13,888,2.0
13,264,4.0
13,910,2.0
13,548,3.0
13,180,5.0
13,538,1.0
13,453,2.0
13,836,2.0
13,770,4.0
13,647,5.0
13,385,3.0
13,799,4.0
13,589,3.0
13,748,4.0
13,27,3.0
13,100,5.0
13,444,4.0
13,90,3.0
13,915,5.0
13,635,1.0
13,145,2.0
13,855,4.0
13,504,5.0
13,485,1.0
13,210,3.0
13,612,4.0
13,519,5.0
13,590,2.0
13,572,2.0
13,683,1.0
13,198,3.0
13,311,3.0
13,109,4.0
13,237,5.0
13,355,3.0
13,419,3.0
13,897,1.0
13,613,4.0
13,436,2.0
13,787,3.0
13,789,5.0
13,398,2.0
13,850,4.0
13,876,2.0
13,779,3.0
13,657,4.0
13,838,1.0
13,659,3.0
13,839,1.0
13,417,2.0
13,446,1.0
13,488,3.0
13,733,5.0
